출원번호,등록번호,출원일,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,WIPS패밀리 ID,_패밀리내건수,Current CPC Main,label_v1,label_source,신호_휴머노이드,신호_Tier,신호_제외_수술,신호_제외_외골격,신호_제외_청소,신호_제외_물류전용,신호_제외_완구,_결함
17/034902,11931902,2020-09-28,Robotic system simulation engine,"DEXTERITY, INC.",DEXTERITY,DEXTERITY,US,114022014,2,B25J-0009/1671,GRAY,,False,True,False,False,False,False,False,
17/711991,12569999,2022-04-01,Configuring and managing fleets of dynamic mechanical systems,SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,114023730,1,B25J-0009/1682,T1_auto,휴머노이드명시/전건T1_OEM,False,False,False,False,False,False,False,
18/282587,12005593,2022-11-14,"Microfluidic valves and channels and minifluidic valves and channels enabled soft robotic device, apparel, and method",Run Ze Gao | Carolyn L. Ren | Clark R. Dickerson | Jacqueline Mary Kormylo | Peter S. Lee | Vivian Ngoc Tram Mai,RUN ZE GAO,RUN ZE GAO,CA,114025674,1,B25J-0009/20,GRAY,,False,True,False,False,False,False,False,
17/269241,11919176,2019-08-13,Mobile construction robot,HILTI AKTIENGESELLSCHAFT,HILTI,HILTI,LI,114032283,2,B25J-0009/1692,GRAY,,False,False,False,False,False,False,False,
18/443209,12589494,2024-02-15,Techniques for controlling robots using dynamic gain tuning,"AUTODESK, INC.",AUTODESK,AUTODESK,US,114035674,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
17/918400,12515343,2021-05-14,Following robot,FANUC CORPORATION,FANUC,FANUC,JP,114040256,1,B25J-0009/0093,GRAY,,False,False,False,False,False,False,False,
17/916028,12318914,2021-03-26,"Device for correcting robot teaching position, teaching device, robot system, teaching position correction method, and computer program",FANUC CORPORATION,FANUC,FANUC,JP,114040260,1,B25J-0013/089,GRAY,,False,False,False,False,False,False,False,
18/167851,12459123,2023-02-11,Robot system with object detecting sensors,"Mantis Robotics, Inc.",MANTIS ROBOTICS,MANTIS ROBOTICS,US,114043859,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
17/900843,12427672,2022-08-31,Robotic manipulator with visual guidance and tactile sensing,Khalifa University of Science and Technology and The Aerospace Holding Company LLC | Khalifa University of Science and Technology | The Aerospace Holding Company LLC,KHALIFA UNIVERSITY OF SCIENCE AND TECHNOLOGY AND THE AEROSPACE,KHALIFA UNIVERSITY OF SCIENCE AND TECHNOLOGY AND THE AEROSPACE,AE,114043863,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
18/393883,12496716,2023-12-22,Method and apparatus for controlling serving robot based on information from table,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR,114058225,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
18/574421,12600028,2022-06-25,Industrial robot comprising an axle drive with a compact construction,Martin Zimmer | Günther Zimmer,MARTIN ZIMMER,MARTIN ZIMMER,DE,114068367,1,B25J-0009/103,GRAY,,False,False,False,False,False,False,False,
17/616895,12600034,2020-06-04,Compensation of positional tolerances in the robot-assisted surface machining,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY GMBH,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,AT,114068371,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
18/215235,12600035,2023-06-28,"Information processing method, information processing apparatus, robot system, manufacturing method of product, and storage medium",Canon Kabushiki Kaisha,CANON,CANON,JP,114068372,1,B25J-0009/1656,GRAY,,False,False,False,False,False,False,False,
18/274139,12600036,2021-01-27,"Control device, control method, and storage medium",NEC CORPORATION,NEC,NEC,JP,114068373,1,B25J-0009/1661,GRAY,,False,False,False,False,False,False,False,
18/135673,12600038,2023-04-17,Motion control method and robot,"BEIJING XIAOMI ROBOT TECHNOLOGY CO., LTD.",BEIJING XIAOMI ROBOT TECHNOLOGY,BEIJING XIAOMI ROBOT TECHNOLOGY,CN,114068375,1,B25J-0009/1664,T1_auto,휴머노이드명시/전건T1_OEM,True,False,False,False,False,False,False,
18/622015,12600039,2024-03-29,"Robot, conveying system, and robot-controlling method",KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,114068376,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
18/687299,12600042,2021-09-30,Control device and robot system,FANUC CORPORATION,FANUC,FANUC,JP,114068379,1,B25J-0005/00,GRAY,,False,False,False,False,False,False,False,
18/897430,12600044,2024-09-26,Guide dog robot for the visually impaired persons and control method thereof,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR,114068381,1,B25J-0011/008,GRAY,,False,False,False,False,False,False,False,
17/550217,12240100,2021-12-14,Controlled compliant gripping and manipulating system for a robot,GM GLOBAL TECHNOLOGY OPERATIONS LLC,GM GLOBAL TECHNOLOGY OPERATIONS,GM,US,114078652,1,B25J-0009/1669,GRAY,,False,True,False,False,False,False,False,
18/081840,12447634,2022-12-15,"Control method for control device controlling robot arm, non-transitory computer-readable storage medium storing computer program, and control device",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,114078662,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
18/572102,12447622,2022-02-09,Article conveyance processing system,"JAPAN CASH MACHINE CO., LTD.",JAPAN CASH MACHINE,JAPAN CASH MACHINE,JP,114080842,1,B25J-0009/1687,GRAY,,False,True,False,False,False,False,False,
17/005722,11305423,2020-08-28,Control device for robot having arm,FANUC CORPORATION,FANUC,FANUC,JP,114151313,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
18/265536,12472649,2021-12-14,Power harness and robot,FANUC CORPORATION,FANUC,FANUC,JP,114164763,1,B25J-0019/0029,GRAY,,False,True,False,False,False,False,False,
17/369965,11931895,2021-07-08,Robot control system and robot control method,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,114167680,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
17/782373,12122616,2021-01-06,Workpiece transfer system,FANUC CORPORATION,FANUC,FANUC,JP,114169359,1,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
18/574324,12545556,2022-06-27,Transport system and method for controlling transport system,KITO CORPORATION,KITO,KITO,JP,114174319,1,B25J-0019/0008,GRAY,,False,False,False,False,False,False,False,
17/430250,11865694,2020-02-17,Rotary driving tool for handling closure elements,DÜRR SOMAC GMBH,DÜRR SOMAC,DÜRR SOMAC,DE,114224605,1,B25J-0011/005,GRAY,,False,True,False,False,False,False,False,
17/749536,12569982,2022-05-20,"Systems, devices, and methods for a hydraulic robotic arm",SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,114245295,1,B25J-0009/14,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
17/670443,12594668,2022-02-12,Brain-like decision-making and motion control system,NEUROCEAN TECHNOLOGIES INC.,NEUROCEAN TECHNOLOGIES,NEUROCEAN TECHNOLOGIES,CN,114249172,1,B25J-0009/161,GRAY,,False,True,False,False,False,False,False,
17/770896,12296485,2020-10-09,Robot arm with adaptive three-dimensional boundary in free-drive,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,DK,114249221,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
17/560075,12594666,2021-12-22,"Soft pneumatic hexapedal robot, and uses thereof",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,US,114252810,1,B25J-0009/144,GRAY,,False,True,False,False,False,False,False,
19/185186,12594671,2025-04-21,"Teleoperation system for robotic manipulation, and methods, apparatus, and systems thereof",Watney Robotics Inc.,WATNEY ROBOTICS,WATNEY ROBOTICS,US,114252811,1,B25J-0009/1689,GRAY,,False,True,False,False,False,False,False,
18/626511,12605823,2024-04-04,Humanoid android,Victoria Hewitt,VICTORIA HEWITT,VICTORIA HEWITT,US,114262789,1,B25J-0009/0003,T1_auto,휴머노이드명시/전건T1_OEM,True,False,False,False,False,False,False,
18/706526,12605833,2021-12-22,Robot system and robot,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,114262799,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
18/553961,12605834,2022-04-13,Robotic cells,BAE SYSTEMS PLC,BAE SYSTEMS,BAE SYSTEMS,GB,114262800,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
18/211641,12605835,2023-06-20,Collaborative robot welding system,"LINCOLN GLOBAL, INC.",LINCOLN GLOBAL,LINCOLN GLOBAL,US,114262801,1,B25J-0009/1671,GRAY,,False,True,False,False,False,False,False,
17/912075,12605837,2021-10-05,Collaborative Delta robot,DEMAUREX SA,DEMAUREX,DEMAUREX,CH,114262803,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
19/235005,12605844,2025-06-11,"Method and apparatus for position alignment of robotic arm, as well as electronic device","Vostro Medical Technology (Tianjin) Co., Ltd | The Second Affiliated Hospital of Army Medical University",VOSTRO MEDICAL TECHNOLOGY (TIANJIN),VOSTRO MEDICAL TECHNOLOGY (TIANJIN),CN,114262810,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
17/319502,12220818,2021-05-13,Singularity-free kinematic parameterization of soft robot manipulators,"AUTODESK, INC.",AUTODESK,AUTODESK,US,114337481,1,B25J-0009/1635,GRAY,,False,True,False,False,False,False,False,
17/391242,12280490,2021-08-02,"Method, system, and non-transitory computer-readable recording medium for controlling a serving robot","Bear Robotics, Inc.",BEAR ROBOTICS,BEAR ROBOTICS,US,114338350,1,B25J-0011/008,GRAY,,False,False,False,False,False,False,False,
18/371821,12583119,2023-09-22,Transfer system and transfer method,KABUSHIKI KAISHA YASAKAWA DENKI | KABUSHIKI KAISHA YASKAWA DENKI,YASAKAWA DENKI,YASAKAWA DENKI,JP,114346271,1,B25J-0009/1687,GRAY,,False,False,False,False,False,False,False,
17/465534,12090637,2021-09-02,Adaptable multifunction robotic hands,VIRALINT PTE LTD,VIRALINT PTE,VIRALINT PTE,SG,114348625,1,B25J-0015/0009,GRAY,,False,True,False,False,False,False,False,
16/936877,11613012,2020-07-23,Robot controller,FANUC CORPORATION,FANUC,FANUC,JP,114356143,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
16/104033,10751883,2018-08-16,Robot system with supplementary metrology position coordinates determination system,Mitutoyo Corporation,MITUTOYO,MITUTOYO,JP,114356146,3,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
17/003183,11541535,2020-08-26,Robot control device,FANUC CORPORATION,FANUC,FANUC,JP,114356162,1,B25J-0009/1651,GRAY,,False,True,False,False,False,False,False,
16/587192,11260540,2019-09-30,Automatic pick-up equipment,TYCO ELECTRONICS (SHANGHAI) CO. LTD. | SHENZHEN AMI TECHNOLOGY CO. LTD.,TYCO ELECTRONICS (SHANGHAI),TYCO ELECTRONICS (SHANGHAI),CN,114356857,1,B25J-0015/0057,GRAY,,False,True,False,False,False,False,False,
17/913321,12208529,2021-04-23,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,114356875,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
18/037477,12466085,2021-12-21,Robot operating device and robot,"CORPORATION, FANUC",FANUC,FANUC,JP,114356898,1,B25J-0009/1656,GRAY,,False,True,False,False,False,False,False,
18/546972,12569980,2022-03-25,Robot system comprising robot equipped with display unit,FANUC CORPORATION,FANUC,FANUC,JP,114367662,1,B25J-0009/023,GRAY,,False,True,False,False,False,False,False,
14/857648,10118301,2015-09-17,"Soft robotic actuator attachment hub and grasper assembly, reinforced actuators, and electroadhesive actuators","SOFT ROBOTICS, INC.",SOFT ROBOTICS,SOFT ROBOTICS/OXIPITAL,US,114425467,7,B25J-0015/12,GRAY,,False,True,False,False,False,False,False,
17/403325,11691297,2021-08-16,Field-assembled soft gripping for industrial and collaborative robots,"SOFT ROBOTICS, INC.",SOFT ROBOTICS,SOFT ROBOTICS/OXIPITAL,US,114427007,1,B25J-0015/12,GRAY,,False,True,False,False,False,False,False,
16/757545,11440191,2018-10-16,"Automated device with a sensorized covered movable structure, in particular a robot",COMAU S.P.A.,COMAU,COMAU,IT,114434304,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
16/900911,11364641,2020-06-13,Gripping device,ONROBOT A/S,ONROBOT A/S,ONROBOT A/S,DK,114438780,1,B25J-0015/0441,GRAY,,False,True,False,False,False,False,False,
18/049419,12600041,2022-10-25,Surface analyst end effector for industrial robot,WICHITA STATE UNIVERSITY,WICHITA STATE UNIVERSITY,WICHITA STATE UNIVERSITY,US,114444619,1,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
18/352843,12496735,2023-07-14,Multiple object grasping using robotics,UNIVERSITY OF SOUTH FLORIDA,UNIVERSITY OF SOUTH FLORIDA,UNIVERSITY OF SOUTH FLORIDA,US,114445705,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
18/604616,12611771,2024-03-14,TCP acceleration limitation for joint interpolated motions,FANUC AMERICA CORPORATION,FANUC AMERICA,FANUC,US,114472899,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
18/746382,12611772,2024-06-18,Robot control device and robot control method,"HITACHI, LTD.",HITACHI,HITACHI,JP,114472900,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
18/264543,12611773,2022-02-14,"Robot control device, robot control system, and non-transitory computer-readable medium storing a computer program",FANUC CORPORATION,FANUC,FANUC,JP,114472901,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
17/922490,12611776,2021-01-11,Multiple hydraulic robot system for precisely mounting girder,KOREA INSTITUTE OF ROBOT AND CONVERGENCE,KOREA INSTITUTE OF ROBOT AND CONVERGENCE,KOREA INSTITUTE OF ROBOT AND CONVERGENCE,KR,114472904,1,B25J-0009/1682,GRAY,,False,True,False,False,False,False,False,
18/358536,12611781,2023-07-25,Manufacturing overhead photogrammetry guidance system for robotic based formation and inspection of workpiece features,GM GLOBAL TECHNOLOGY OPERATIONS LLC,GM GLOBAL TECHNOLOGY OPERATIONS,GM,US,114472909,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
18/845611,12611782,2023-03-03,Robotic grouter,FABRICA ROBOTICS PTE LTD.,FABRICA ROBOTICS PTE,FABRICA ROBOTICS PTE,SG,114472910,1,B25J-0011/00,GRAY,,False,False,False,False,False,False,False,
17/931954,12343876,2022-09-14,System and method for controlling a robot using constrained dynamic movement primitives,"Mitsubishi Electric Research Laboratories, Inc.",MITSUBISHI ELECTRIC RESEARCH LABORATORIES,MITSUBISHI ELECTRIC,US,114534852,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
18/103946,12564941,2023-01-31,"Robot control device, robot control method, and recording medium storing robot control program",NEC CORPORATION,NEC,NEC,JP,114535613,1,B25J-0009/1602,GRAY,,False,False,False,False,False,False,False,
17/977578,12583100,2022-10-31,Robot to which direct teaching is applied,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,114536881,1,B25J-0009/0081,GRAY,,False,True,False,False,False,False,False,
18/187892,12539611,2023-03-22,"Robot control apparatus, robot control system, and robot control method",NACHI-FUJIKOSHI CORP.,NACHI-FUJIKOSHI,NACHI-FUJIKOSHI,JP,114536892,1,B25J-0009/1674,GRAY,,False,True,False,False,False,True,False,
17/096971,11541536,2020-11-13,Program generation device configured to generate operation program including operation symbol of robot apparatus,FANUC CORPORATION,FANUC,FANUC,JP,114549264,3,B25J-0009/1656,GRAY,,False,True,False,False,False,False,False,
17/717843,12358130,2022-04-11,Machine learning device and robot system,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,114556497,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
18/102962,12358158,2023-01-30,Robot controller and robot system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,114558961,1,B25J-0013/06,GRAY,,False,False,False,False,False,False,False,
18/264582,12570000,2022-02-08,Palletizing system and external appearance inspection apparatus,G-TEKT CORPORATION,G-TEKT,G-TEKT,JP,114559549,1,B25J-0009/1687,E_auto,제외전용신호+Tier신호없음,False,False,False,False,False,True,False,
16/999544,11648690,2020-08-21,Robotic end-of-arm tools and methods of use,House of Design LLC,HOUSE OF DESIGN,HOUSE OF DESIGN,US,114614891,1,B25J-0015/0266,GRAY,,False,True,False,False,False,False,False,
17/699528,12415285,2022-03-21,Integrated mobile manipulator robot with accessory interfaces,"Boston Dynamics, Inc.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,114615394,2,B25J-0015/0466,GRAY,,False,True,False,False,False,True,False,
15/986952,11084169,2018-05-23,System and method for controlling a robotic arm,OLIVER CRISPIN ROBOTICS LIMITED,OLIVER CRISPIN ROBOTICS,OLIVER CRISPIN ROBOTICS,GB,114621587,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
15/991019,11000948,2018-05-29,Robotic arm assembly,OLIVER CRISPIN ROBOTICS LIMITED,OLIVER CRISPIN ROBOTICS,OLIVER CRISPIN ROBOTICS,GB,114621597,1,B25J-0009/06,GRAY,,False,True,False,False,False,False,False,
17/725753,12605850,2022-04-21,Micro electro-hydraulic linear actuator and hand of electro-hydraulic driven robot,"SHENZHEN SPHERICAL FLUID POWER TECHNOLOGY CO.,LTD.",SHENZHEN SPHERICAL FLUID POWER TECHNOLOGY COLTD,SHENZHEN SPHERICAL FLUID POWER TECHNOLOGY COLTD,CN,114629093,1,B25J-0015/0009,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
18/195059,12605822,2023-05-09,Mobile robot apparatus and control method therefor,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG ELECTRONICS,SAMSUNG,KR,114629523,1,B25J-0005/007,GRAY,,False,True,False,False,False,False,False,
18/144078,12605840,2023-05-05,Lift device with robotic welding attachment innovations,OSHKOSH CORPORATION,OSHKOSH,OSHKOSH,US,114630058,1,B25J-0005/06,GRAY,,False,False,False,False,False,False,False,
17/172209,12350821,2021-02-10,Vacuum-environment robot with distributed actuators,PERSIMMON TECHNOLOGIES CORPORATION,PERSIMMON TECHNOLOGIES,PERSIMMON TECHNOLOGIES,US,114631358,1,B25J-0019/007,GRAY,,False,True,False,False,False,False,False,
18/047561,12128553,2022-10-18,Infinite-rotation infinite-stiffness variable stiffness actuator (IRISVSA) with application for compliant supernumerary robotic limb,KHALIFA UNIVERSITY OF SCIENCE AND TECHNOLOGY,KHALIFA UNIVERSITY OF SCIENCE AND TECHNOLOGY,KHALIFA UNIVERSITY OF SCIENCE AND TECHNOLOGY,AE,114632388,2,B25J-0019/068,GRAY,,False,True,False,True,False,False,False,
18/390358,12605830,2023-12-20,Robot planning for gaps,INTRINSIC INNOVATION LLC,INTRINSIC INNOVATION,ALPHABET,US,114632960,1,B25J-0009/1661,GRAY,,False,False,False,False,False,False,False,
18/545986,12605832,2023-12-19,Robotic control with real-time switching between trajectories,INTRINSIC INNOVATION LLC,INTRINSIC INNOVATION,ALPHABET,US,114632961,1,B25J-0009/1661,GRAY,,False,False,False,False,False,False,False,
17/902399,12605849,2022-09-02,Force overshoot and other pressure disturbance mitigation in pneumatic force control devices,"ATI Industrial Automation, Inc.",ATI INDUSTRIAL AUTOMATION,ATI INDUSTRIAL AUTOMATION,US,114632962,1,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
17/689211,12605851,2022-03-08,Robot end effector,"TOYOTA RESEARCH INSTITUTE, INC.",TOYOTA RESEARCH INSTITUTE,TOYOTA,US,114632963,1,B25J-0009/0012,GRAY,,False,True,False,False,False,False,False,
17/644945,12521875,2021-12-17,Supervised autonomous grasping,"Boston Dynamics, Inc.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,114634149,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
18/200347,12496714,2023-05-22,Collision-free motion generation,NVIDIA CORPORATION,NVIDIA,NVIDIA,US,114634152,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
18/545148,12447620,2023-12-19,Methods and apparatus for controlling a gripper of a robotic device,"Boston Dynamics, Inc.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,114634153,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
18/626004,12617079,2024-04-03,Robotics system for verification and validation of smart connected HMI devices and method thereof,SGBI Inc.,SGBI,SGBI,US,114642466,1,B25J-0009/026,GRAY,,False,True,False,False,False,False,False,
18/347226,12617081,2023-07-05,Mobile manipulator robot and method for using the same,"Hyundai Mobis Co., Ltd.",HYUNDAI MOBIS,HYUNDAI MOTOR GROUP,KR,114642468,1,B25J-0009/162,GRAY,,False,True,False,False,False,False,False,
18/278305,12617082,2021-02-26,"Learning device, learning method, and recording medium",NEC CORPORATION,NEC,NEC,JP,114642469,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
18/492861,12617089,2023-10-24,Teaching program generation device,DAIHEN CORPORATION,DAIHEN,DAIHEN,JP,114642476,1,B25J-0009/1656,GRAY,,False,False,False,False,False,False,False,
18/078307,12617095,2022-12-09,Dynamic allocation of robotic sortation resources,"AMAZON TECHNOLOGIES, INC.",AMAZON TECHNOLOGIES,AMAZON,US,114642482,1,B25J-0009/1682,E_auto,제외전용신호+Tier신호없음,False,False,False,False,False,True,False,
17/685815,12617106,2022-03-03,Robot hand module,Hyundai Motor Company | Kia Corporation,HYUNDAI MOTOR,HYUNDAI MOTOR GROUP,KR,114642493,1,B25J-0015/0009,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
17/019546,12070860,2020-09-14,Machine learning based decision making for robotic item handling,"INTELLIGRATED HEADQUARTERS, LLC",INTELLIGRATED HEADQUARTERS,INTELLIGRATED HEADQUARTERS,US,114716078,1,B25J-0009/161,GRAY,,False,True,False,False,False,True,False,
18/277940,12415283,2022-03-11,Robot manipulation device and robot,FANUC CORPORATION,FANUC,FANUC,JP,114738716,1,B25J-0013/02,GRAY,,False,True,False,False,False,False,False,
17/251993,11839979,2019-06-17,Dual mode free-drive of robot arm,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,DK,114790457,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
17/595132,11554504,2020-05-08,Change-over coupling,FACC AG,FACC,FACC,AT,114818154,1,B25J-0015/0408,GRAY,,False,True,False,False,False,False,False,
17/294428,11504847,2018-12-29,"Distributed robot scheduling decision method, apparatus and system, electronic device and storage medium","SYRIUS ROBOTICS CO., LTD.",SYRIUS ROBOTICS,SYRIUS ROBOTICS,CN,114818170,1,B25J-0009/1661,E_auto,제외전용신호+Tier신호없음,False,False,False,False,False,True,False,
16/337565,11241794,2017-09-28,Method for the surface treatment of an article,GAIOTTO AUTOMATION S.P.A.,GAIOTTO AUTOMATION,GAIOTTO AUTOMATION,IT,114825109,1,B25J-0009/1679,GRAY,,False,True,False,False,False,False,False,
18/626092,12611783,2024-04-03,Robot hand and control method of the same,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG ELECTRONICS,SAMSUNG,KR,114830999,1,B25J-0015/0028,GRAY,,False,True,False,False,False,False,False,
18/144377,12611778,2023-05-08,"Robot teleoperation method, robot and storage medium","SHANGHAI FLEXIV ROBOTICS TECHNOLOGY CO., LTD. | FLEXIV LTD.",SHANGHAI FLEXIV ROBOTICS TECHNOLOGY,SHANGHAI FLEXIV ROBOTICS TECHNOLOGY,CN,114831000,1,B25J-0009/1689,GRAY,,False,True,False,False,False,False,False,
15/733892,11878431,2019-05-20,End effector and member mounting method,SHIMIZU CORPORATION,SHIMIZU,SHIMIZU,JP,114833719,1,B25J-0009/1687,GRAY,,False,True,False,False,False,False,False,
18/927001,12403597,2024-10-25,Intuitive virtual reality interface for controlling robots,"Altec Industries, Inc.",ALTEC INDUSTRIES,ALTEC INDUSTRIES,US,114836275,1,B25J-0009/1661,GRAY,,False,True,False,False,False,False,False,
19/378386,12611765,2025-11-04,Modular omnidirectional robotic system for nonplanar structure navigation,William Lukac Yankanin Boychuck | Graham Michael Simons | Paul Bennett Dohn | Kyle Tavarez,WILLIAM LUKAC YANKANIN BOYCHUCK,WILLIAM LUKAC YANKANIN BOYCHUCK,US,114836848,1,B25J-0009/08,GRAY,,False,False,False,False,False,False,False,
19/322446,12611767,2025-09-08,System and method for efficient control of a humanoid robot,FIGURE AI INC.,FIGURE AI,FIGURE AI,US,114836849,1,B25J-0009/1605,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
18/019039,12611777,2021-08-02,Robotic system for remote operation of equipment in infectious environments,THE JOHNS HOPKINS UNIVERSITY,THE JOHNS HOPKINS UNIVERSITY,THE JOHNS HOPKINS UNIVERSITY,US,114836852,1,B25J-0009/1689,GRAY,,False,False,False,False,False,False,False,
17/978608,12528189,2022-11-01,Controlling multiple robots to cooperatively unload a truck or other container,"DEXTERITY, INC.",DEXTERITY,DEXTERITY,US,114838243,1,B25J-0009/1682,GRAY,,False,True,False,False,False,True,False,
18/532845,12623339,2023-12-07,Articulated work robot device,RAON ROBOTICS INC.,RAON ROBOTICS,RAON ROBOTICS,KR,114850754,1,B25J-0009/0084,GRAY,,False,True,False,False,False,False,False,
18/140784,12623344,2023-04-28,Method for robot assisted multi-view 3D scanning measurement based on path planning,UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,CN,114850759,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
18/302838,12623345,2023-04-19,Path generation method of generating path of robot using command from external apparatus and robot control system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,114850760,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
18/219264,12623352,2023-07-07,Automatic massage method,Denis Ledenkov | Maxim Gladilov,DENIS LEDENKOV,DENIS LEDENKOV,AE,114850767,1,B25J-0011/008,GRAY,,False,True,False,False,False,False,False,
18/555790,12623356,2022-11-28,Parallel robot,"SHANGHAI FLEXIV ROBOTICS TECHNOLOGY CO., LTD. | FLEXIV LTD.",SHANGHAI FLEXIV ROBOTICS TECHNOLOGY,SHANGHAI FLEXIV ROBOTICS TECHNOLOGY,CN,114850771,1,B25J-0013/085,E_auto,제외전용신호+Tier신호없음,False,False,False,False,False,True,False,
18/048802,12583105,2022-10-21,"Robot, control method therefor, method for manufacturing article using robot, and storage medium",Canon Kabushiki Kaisha,CANON,CANON,JP,114918214,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
18/408963,12409562,2024-01-10,Method for controlling robot and system,"HITACHI, LTD.",HITACHI,HITACHI,JP,114918389,1,B25J-0013/02,GRAY,,False,True,False,False,False,False,False,
