raw,norm,group,국적
"SOUTHIE AUTONOMY WORKS, LLC",SOUTHIE AUTONOMY WORKS,SOUTHIE AUTONOMY WORKS,US
SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE,US
Spaero Inc.,SPAERO,SPAERO,US
SPIN MASTER LTD.,SPIN MASTER,SPIN MASTER,CA
SPOON,SPOON,SPOON,FR
SQ Technology (Shanghai) Corporation,SQ TECHNOLOGY (SHANGHAI),SQ TECHNOLOGY (SHANGHAI),CN
SRI INTERNATIONAL,SRI INTERNATIONAL,SRI INTERNATIONAL,US
SSI SCHÄFER AUTOMATION GMBH (DE),SSI SCHÄFER AUTOMATION (DE),SSI SCHÄFER AUTOMATION (DE),DE
STAUBLI FAVERGES,STAUBLI FAVERGES,STAUBLI FAVERGES,FR
STC.UNM,STCUNM,STCUNM,US
Stephen Favis,STEPHEN FAVIS,STEPHEN FAVIS,US
"STMICROELECTRONICS, INC.",STMICROELECTRONICS,STMICROELECTRONICS,US
STREAMLINE BIO TAIWAN,STREAMLINE BIO TAIWAN,STREAMLINE BIO TAIWAN,TW
STRYKER CORPORATION,STRYKER,STRYKER,US
SUBARU CORPORATION,SUBARU,SUBARU,JP
"SUMITOMO HEAVY INDUSTRIES, LTD.",SUMITOMO HEAVY INDUSTRIES,SUMITOMO HEAVY INDUSTRIES,JP
SUN YAT-SEN UNIVERSITY,SUN YAT-SEN UNIVERSITY,SUN YAT-SEN UNIVERSITY,CN
"SUNGWOO HITECH CO., LTD.",SUNGWOO HITECH,SUNGWOO HITECH,KR
"SUNRISE R&D HOLDINGS, LLC",SUNRISE R&D,SUNRISE R&D,US
"SUZHOU AMTF ROBOTS CO., LTD",SUZHOU AMTF ROBOTS,SUZHOU AMTF ROBOTS,CN
SW AUTOMATION GMBH,SW AUTOMATION,SW AUTOMATION,DE
SWIMC LLC,SWIMC,SWIMC,US
Symbol Robotics Inc.,SYMBOL ROBOTICS,SYMBOL ROBOTICS,US
"SYMBOTIC CANADA, ULC",SYMBOTIC CANADA ULC,SYMBOTIC CANADA ULC,CA
SYNCMOLD ENTERPRISE CORP.,SYNCMOLD ENTERPRISE,SYNCMOLD ENTERPRISE,TW
"SYNOPSYS, INC.",SYNOPSYS,SYNOPSYS,US
"SYRIUS ROBOTICS CO., LTD.",SYRIUS ROBOTICS,SYRIUS ROBOTICS,CN
"T.A. SYSTEMS, INC.",TA SYSTEMS,TA SYSTEMS,US
Tacta Systems Inc.,TACTA SYSTEMS,TACTA SYSTEMS,US
TAKATORI CORPORATION,TAKATORI,TAKATORI,JP
TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL,TAKEDA PHARMACEUTICAL,JP
"Target Brands, Inc.",TARGET BRANDS,TARGET BRANDS,US
Tata Consultancy Services Limited,TATA CONSULTANCY SERVICES,TATA CONSULTANCY SERVICES,IN
TATA CONSULTANCY SERVICES LIMITED,TATA CONSULTANCY SERVICES,TATA CONSULTANCY SERVICES,IN
TE CONNECTIVITY CORPORATION,TE CONNECTIVITY,TE CONNECTIVITY,US
TE Connectivity Solutions GmbH,TE CONNECTIVITY SOLUTIONS,TE CONNECTIVITY SOLUTIONS,CH
TECHMAN ROBOT INC.,TECHMAN ROBOT,TECHMAN ROBOT,TW
TECHNISCHE UNIVERSITÄT MÜNCHEN,TECHNISCHE UNIVERSITÄT MÜNCHEN,TECHNISCHE UNIVERSITÄT MÜNCHEN,DE
Technische Universität München,TECHNISCHE UNIVERSITÄT MÜNCHEN,TECHNISCHE UNIVERSITÄT MÜNCHEN,DE
Techno Olympus Co. LTD.,TECHNO OLYMPUS,TECHNO OLYMPUS,JP
Technologies Holding Corp.,TECHNOLOGIES,TECHNOLOGIES,US
Techolution Consulting LLC,TECHOLUTION CONSULTING,TECHOLUTION CONSULTING,US
TEENAGE ENGINEERING AB,TEENAGE ENGINEERING,TEENAGE ENGINEERING,SE
"TELEDYNE FLIR DEFENSE, INC.",TELEDYNE FLIR DEFENSE,TELEDYNE FLIR DEFENSE,US
TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),SE
TELEXISTENCE INC.,TELEXISTENCE,TELEXISTENCE,JP
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,US
TENCENT AMERICA LLC,TENCENT AMERICA,TENCENT AMERICA,US
TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,TENCENT TECHNOLOGY (SHENZHEN),TENCENT TECHNOLOGY (SHENZHEN),CN
Tencent Technology (Shenzhen) Company Limited,TENCENT TECHNOLOGY (SHENZHEN),TENCENT TECHNOLOGY (SHENZHEN),CN
Teng-Jen Yang,TENG-JEN YANG,TENG-JEN YANG,TW
"TERADYNE, INC.",TERADYNE,TERADYNE,US
"TESSERACT VENTURES, LLC",TESSERACT VENTURES,TESSERACT VENTURES,US
TEXAS INSTRUMENTS INCORPORATED,TEXAS INSTRUMENTS,TEXAS INSTRUMENTS,US
TGW LOGISTICS GMBH,TGW LOGISTICS,TGW LOGISTICS,AT
TGW LOGISTICS GROUP GMBH,TGW LOGISTICS GROUP,TGW LOGISTICS GROUP,AT
The ADT Security Corporation,THE ADT SECURITY,THE ADT SECURITY,US
The AES Corporation,THE AES,THE AES,US
The Board of Trustees of the Leland Stanford Junior University,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,US
THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,US
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,US
The Boeing Company,THE BOEING,THE BOEING,US
THE BOEING COMPANY,THE BOEING,THE BOEING,US
THE CHINESE UNIVERSITY OF HONG KONG,THE CHINESE UNIVERSITY OF HONG KONG,THE CHINESE UNIVERSITY OF HONG KONG,CN
THE CLEVELAND CLINIC FOUNDATION,THE CLEVELAND CLINIC FOUNDATION,THE CLEVELAND CLINIC FOUNDATION,US
The Curators of the University of Missouri,THE CURATORS OF THE UNIVERSITY OF MISSOURI,THE CURATORS OF THE UNIVERSITY OF MISSOURI,US
THE FIRST AFFILIATED HOSPITAL OF NAVAL MEDICAL UNIVERSITY,THE FIRST AFFILIATED HOSPITAL OF NAVAL MEDICAL UNIVERSITY,THE FIRST AFFILIATED HOSPITAL OF NAVAL MEDICAL UNIVERSITY,CN
THE GOVERNMENT OF THE UNITED STATES AS REPRESENTED BY THE SECRETARY OF THE AIR FORCE,THE GOVERNMENT OF THE UNITED STATES AS REPRESENTED BY THE SECRETARY OF THE AIR FORCE,THE GOVERNMENT OF THE UNITED STATES AS REPRESENTED BY THE SECRETARY OF THE AIR FORCE,US
"The Government of the United States of America, as represented by the Secretary of Homeland Security",THE GOVERNMENT OF THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF HOMELAND SECURITY,THE GOVERNMENT OF THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF HOMELAND SECURITY,US
THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,CN
THE JOHNS HOPKINS UNIVERSITY,THE JOHNS HOPKINS UNIVERSITY,THE JOHNS HOPKINS UNIVERSITY,US
THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,US
The Regents of the University of California,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,US
The Regents of the University of Colorado,THE REGENTS OF THE UNIVERSITY OF COLORADO,THE REGENTS OF THE UNIVERSITY OF COLORADO,US
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,US
"THE STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURAL RESEARCH ORGANIZATION (ARO) (VOLCANI INSTITUTE)",THE STATE OF ISRAEL MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT AGRICULTURAL RESEARCH ORGANIZATION (ARO) (VOLCANI INSTITUTE),THE STATE OF ISRAEL MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT AGRICULTURAL RESEARCH ORGANIZATION (ARO) (VOLCANI INSTITUTE),IL
THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,US
"The United States of America, as represented by the Secretary of the Navy",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,US
The United States of America as represented by the Secretary of the U.S. Navy,THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE US NAVY,THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE US NAVY,US
THE UNIVERSITY OF CHICAGO,THE UNIVERSITY OF CHICAGO,THE UNIVERSITY OF CHICAGO,US
THE UNIVERSITY OF QUEENSLAND,THE UNIVERSITY OF QUEENSLAND,THE UNIVERSITY OF QUEENSLAND,AU
THERMO CRS LTD.,THERMO CRS,THERMO CRS,CA
"THK CO., LTD.",THK,THK,JP
"THOR TECH, INC.",THOR TECH,THOR TECH,US
"TIANJIN SAIXIANG TECHNOLOGY CO., LTD",TIANJIN SAIXIANG TECHNOLOGY,TIANJIN SAIXIANG TECHNOLOGY,CN
"TMGCore, LLC",TMGCORE,TMGCORE,US
"TMGCORE, LLC",TMGCORE,TMGCORE,US
TOKYO INSTITUTE OF TECHNOLOGY,TOKYO INSTITUTE OF TECHNOLOGY,TOKYO INSTITUTE OF TECHNOLOGY,JP
"Tompkins Robotics, Inc.",TOMPKINS ROBOTICS,TOMPKINS ROBOTICS,US
KABUSHIKI KAISHA TOSHIBA,TOSHIBA,TOSHIBA,JP
Kabushiki Kaisha Toshiba,TOSHIBA,TOSHIBA,JP
TOSHIBA KIKAI KABUSHIKI KAISHA,TOSHIBA KIKAI,TOSHIBA KIKAI,JP
TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP
Toyota Jidosha Kabushiki Kaisha,TOYOTA JIDOSHA,TOYOTA,JP
TOYOTA JIDOSHA KABICHIKI KAISHA,TOYOTA JIDOSHA KABICHIKI KAISHA,TOYOTA,JP
"Toyota Motor Engineering & Manufacturing North America, Inc.",TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA,TOYOTA,US
"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC.",TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA,TOYOTA,US
"TOYOTA MOTOR ENGINEERING & MANUFACUTRING NORTH AMERICA, INC.",TOYOTA MOTOR ENGINEERING & MANUFACUTRING NORTH AMERICA,TOYOTA,US
"TOYOTA RESEARCH INSTITUTE, INC.",TOYOTA RESEARCH INSTITUTE,TOYOTA,US
"Toyota Research Institute, Inc.",TOYOTA RESEARCH INSTITUTE,TOYOTA,US
TRANSOCEAN SEDCO FOREX VENTURES LIMITED,TRANSOCEAN SEDCO FOREX VENTURES,TRANSOCEAN SEDCO FOREX VENTURES,BM
"Traptic, Inc.",TRAPTIC,TRAPTIC,US
TRUE POSITION ROBOTICS LIMITED,TRUE POSITION ROBOTICS,TRUE POSITION ROBOTICS,GB
TruPhysics GmbH,TRUPHYSICS,TRUPHYSICS,DE
TSINGHUA UNIVERSITY,TSINGHUA UNIVERSITY,TSINGHUA UNIVERSITY,CN
TSUDAKOMA KOGYO KABUSHIKI KAISHA,TSUDAKOMA KOGYO,TSUDAKOMA KOGYO,JP
TVI ENTWICKLUNG & PRODUKTION GMBH,TVI ENTWICKLUNG & PRODUKTION,TVI ENTWICKLUNG & PRODUKTION,DE
"TWINNY CO., LTD.",TWINNY,TWINNY,KR
Tyco Electronics (Shanghai) Co. Ltd.,TYCO ELECTRONICS (SHANGHAI),TYCO ELECTRONICS (SHANGHAI),CN
TYCO ELECTRONICS (SHANGHAI) CO. LTD.,TYCO ELECTRONICS (SHANGHAI),TYCO ELECTRONICS (SHANGHAI),CN
"Tyson Foods, Inc.",TYSON FOODS,TYSON FOODS,US
"UBKANG (QINGDAO) TECHNOLOGY CO., LTD.",UBKANG (QINGDAO) TECHNOLOGY,UBKANG (QINGDAO) TECHNOLOGY,CN
UBTECH NORTH AMERICA RESEARCH AND DEVELOPMENT CENTER CORP,UBTECH NORTH AMERICA RESEARCH AND DEVELOPMENT CENTER,UBTECH,US
UBTECH Robotics Corp.,UBTECH ROBOTICS,UBTECH,CN
UBTECH ROBOTICS CORP.,UBTECH ROBOTICS,UBTECH,CN
UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN
UBTECH Robotics Corp,UBTECH ROBOTICS,UBTECH,CN
UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN
"UIPATH, INC.",UIPATH,UIPATH,US
"ULTRALOGIC 6G, LLC",ULTRALOGIC 6G,ULTRALOGIC 6G,US
United Arab Emirates University,UNITED ARAB EMIRATES UNIVERSITY,UNITED ARAB EMIRATES UNIVERSITY,AE
"UNITED PARCEL SERVICE OF AMERICA, INC.",UNITED PARCEL SERVICE OF AMERICA,UNITED PARCEL SERVICE OF AMERICA,US
UNITED SEVEN CORPORATION,UNITED SEVEN,UNITED SEVEN,JP
"United States of America, as represented by the Secretary of the Navy",UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,US
UNIVERSAL CITY STUDIOS LLC,UNIVERSAL CITY STUDIOS,UNIVERSAL CITY STUDIOS,US
Universal City Studios LLC,UNIVERSAL CITY STUDIOS,UNIVERSAL CITY STUDIOS,US
UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,DK
UNIVERSITA DI PISA,UNIVERSITA DI PISA,UNIVERSITA DI PISA,IT
UNIVERSITA' DEGLI STUDI DI FIRENZE,UNIVERSITA' DEGLI STUDI DI FIRENZE,UNIVERSITA' DEGLI STUDI DI FIRENZE,IT
UNIVERSITA' DI PISA,UNIVERSITA' DI PISA,UNIVERSITA' DI PISA,IT
"UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION, INC.",UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION,UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION,US
UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,CN
"UNIVERSITY OF FLORIDA RESEARCH FOUNDATION, INCORPORATED",UNIVERSITY OF FLORIDA RESEARCH FOUNDATION,UNIVERSITY OF FLORIDA RESEARCH FOUNDATION,US
"UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC.",UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION,UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION,US
University of Science and Technology Beijing,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,CN
UNIVERSITY OF SOUTH FLORIDA,UNIVERSITY OF SOUTH FLORIDA,UNIVERSITY OF SOUTH FLORIDA,US
University of South Florida,UNIVERSITY OF SOUTH FLORIDA,UNIVERSITY OF SOUTH FLORIDA,US
UNIVERSITY OF SOUTHERN CALIFORNIA,UNIVERSITY OF SOUTHERN CALIFORNIA,UNIVERSITY OF SOUTHERN CALIFORNIA,US
UNIVERSITY OF TSUKUBA,UNIVERSITY OF TSUKUBA,UNIVERSITY OF TSUKUBA,JP
UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON,US
UNIVERSITÉ DE REIMS CHAMPAGNE-ARDENNE,UNIVERSITÉ DE REIMS CHAMPAGNE-ARDENNE,UNIVERSITÉ DE REIMS CHAMPAGNE-ARDENNE,FR
"UT-BATTELLE, LLC",UT-BATTELLE,UT-BATTELLE,US
UTECO CONVERTING S.P.A.,UTECO CONVERTING,UTECO CONVERTING,IT
"UTILITY DESIGN SERVICES, INC.",UTILITY DESIGN SERVICES,UTILITY DESIGN SERVICES,US
VAIA TECHNOLOGIES LLC,VAIA TECHNOLOGIES,VAIA TECHNOLOGIES,US
VANABOT LTD,VANABOT,VANABOT,GB
VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,US
VDL ENABLING TECHNOLOGIES GROUP B.V.,VDL ENABLING TECHNOLOGIES GROUP,VDL ENABLING TECHNOLOGIES GROUP,NL
"Vecna Robotics, Inc.",VECNA ROBOTICS,VECNA ROBOTICS,US
"VECNA TECHNOLOGIES, INC.",VECNA TECHNOLOGIES,VECNA TECHNOLOGIES,US
"VECTIS AUTOMATION, LLC",VECTIS AUTOMATION,VECTIS AUTOMATION,US
"Vehicle Service Group, LLC",VEHICLE SERVICE GROUP,VEHICLE SERVICE GROUP,US
VELEC SYSTEMS,VELEC SYSTEMS,VELEC SYSTEMS,FR
"VEO ROBOTICS, INC.",VEO ROBOTICS,VEO ROBOTICS,US
"VEOLIA NUCLEAR SOLUTIONS, INC.",VEOLIA NUCLEAR SOLUTIONS,VEOLIA NUCLEAR SOLUTIONS,US
VERILY LIFE SCIENCES LLC,VERILY LIFE SCIENCES,ALPHABET,US
"VERSABUILT, INC.",VERSABUILT,VERSABUILT,US
"Vesuvius Group, S.A.",VESUVIUS GROUP,VESUVIUS GROUP,BE
Victoria Hewitt,VICTORIA HEWITT,VICTORIA HEWITT,US
VIETTEL GROUP,VIETTEL GROUP,VIETTEL GROUP,VN
VIRALINT PTE LTD,VIRALINT PTE,VIRALINT PTE,SG
"VIRGINIA TECH INTELLECTUAL PROPERTIES, INC.",VIRGINIA TECH INTELLECTUAL PROPERTIES,VIRGINIA TECH INTELLECTUAL PROPERTIES,US
VISIONNAV ROBOTICS USA INC.,VISIONNAV ROBOTICS USA,VISIONNAV ROBOTICS USA,US
VisionNav Robotics USA Inc.,VISIONNAV ROBOTICS USA,VISIONNAV ROBOTICS USA,US
Volkswagen AG,VOLKSWAGEN,VOLKSWAGEN,미상
Volkswagen Aktiengesellschaft,VOLKSWAGEN,VOLKSWAGEN,미상
VOLVO TRUCK CORPORATION,VOLVO TRUCK,VOLVO TRUCK,SE
VORWERK & CO. INTERHOLDING GMBH,VORWERK & CO INTERHOLDING,VORWERK & CO INTERHOLDING,DE
"Vostro Medical Technology (Tianjin) Co., Ltd",VOSTRO MEDICAL TECHNOLOGY (TIANJIN),VOSTRO MEDICAL TECHNOLOGY (TIANJIN),CN
"Walmart Apollo, LLC",WALMART APOLLO,WALMART APOLLO,US
Walton Richardson,WALTON RICHARDSON,WALTON RICHARDSON,US
WARNER BROS. ENTERTAINMENT INC.,WARNER BROS ENTERTAINMENT,WARNER BROS ENTERTAINMENT,US
WASEDA UNIVERSITY,WASEDA UNIVERSITY,WASEDA UNIVERSITY,JP
WASTE ROBOTICS INC.,WASTE ROBOTICS,WASTE ROBOTICS,CA
Watney Robotics Inc.,WATNEY ROBOTICS,WATNEY ROBOTICS,US
Wen-Der Trui,WEN-DER TRUI,WEN-DER TRUI,TW
"WESTERN DIGITAL TECHNOLOGIES, INC.",WESTERN DIGITAL TECHNOLOGIES,WESTERN DIGITAL TECHNOLOGIES,US
WHIRLPOOL CORPORATION,WHIRLPOOL,WHIRLPOOL,US
WICHITA STATE UNIVERSITY,WICHITA STATE UNIVERSITY,WICHITA STATE UNIVERSITY,US
William Lukac Yankanin Boychuck,WILLIAM LUKAC YANKANIN BOYCHUCK,WILLIAM LUKAC YANKANIN BOYCHUCK,US
William Miller,WILLIAM MILLER,WILLIAM MILLER,US
"Willow Garage, Inc.",WILLOW GARAGE,WILLOW GARAGE,US
"WILLOW GARAGE, LLC",WILLOW GARAGE,WILLOW GARAGE,US
WINBOND ELECTRONICS CORP.,WINBOND ELECTRONICS,WINBOND ELECTRONICS,TW
Wipro Limited,WIPRO,WIPRO,IN
Wisconsin Alumni Research Foundation,WISCONSIN ALUMNI RESEARCH FOUNDATION,WISCONSIN ALUMNI RESEARCH FOUNDATION,US
WITTMANN KUNSTSTOFFGERÄTE GMBH,WITTMANN KUNSTSTOFFGERÄTE,WITTMANN KUNSTSTOFFGERÄTE,AT
WORCESTER POLYTECHNIC INSTITUTE,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER POLYTECHNIC INSTITUTE,US
Workshops for Warriors,WORKSHOPS FOR WARRIORS,WORKSHOPS FOR WARRIORS,US
X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US
X Development LLC,X DEVELOPMENT,ALPHABET,US
X-TEND ROBOTICS INC.,X-TEND ROBOTICS,X-TEND ROBOTICS,US
XI'AN JIAOTONG UNIVERSITY,XI'AN JIAOTONG UNIVERSITY,XI'AN JIAOTONG UNIVERSITY,CN
"XYZ, INC.",XYZ,XYZ,KR
XYZ INC.,XYZ,XYZ,KR
"Y SOFT CORPORATION, A.S.",Y SOFT AS,Y SOFT AS,미상
YAMAHA HATSUDOKI KABUSHIKI KAISHA,YAMAHA HATSUDOKI,YAMAHA HATSUDOKI,JP
YANSHAN UNIVERSITY,YANSHAN UNIVERSITY,YANSHAN UNIVERSITY,CN
Yanshan University,YANSHAN UNIVERSITY,YANSHAN UNIVERSITY,CN
KABUSHIKI KAISHA YASAKAWA DENKI,YASAKAWA DENKI,YASAKAWA DENKI,JP
KABUSHIKI KAISHA YASKA WA DENKI,YASKA WA DENKI,YASKA WA DENKI,JP
KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP
Young Ji Ko,YOUNG JI KO,YOUNG JI KO,KR
Yuefeng Li,YUEFENG LI,YUEFENG LI,CN
"Yuilrobotics, co., Ltd.",YUILROBOTICS,YUILROBOTICS,KR
"YUJIN ROBOT CO., LTD.",YUJIN ROBOT,YUJIN ROBOT,KR
"YUTOU TECHNOLOGY (HANGZHOU) CO., LTD.",YUTOU TECHNOLOGY (HANGZHOU),YUTOU TECHNOLOGY (HANGZHOU),CN
ZEBRA TECHNOLOGIES CORPORATION,ZEBRA TECHNOLOGIES,ZEBRA TECHNOLOGIES,US
"ZHEJIANG QIANGNAO TECHNOLOGY CO., LTD.",ZHEJIANG QIANGNAO TECHNOLOGY,ZHEJIANG QIANGNAO TECHNOLOGY,CN
ZHEJIANG UNIVERSITY,ZHEJIANG UNIVERSITY,ZHEJIANG UNIVERSITY,CN
Zhejiang University,ZHEJIANG UNIVERSITY,ZHEJIANG UNIVERSITY,CN
"Zhuhai Amicro Semiconductor Co., Ltd.",ZHUHAI AMICRO SEMICONDUCTOR,ZHUHAI AMICRO SEMICONDUCTOR,CN
